N,TL,TR,current_trail,thread_1,thread_2,thread_3,thread_4,thread_5,thread_6,thread_7,thread_8,Mean,std_div
Rate Function: sqrt(x*y/(x+y)),,,,,,,,,,,,,,
Test_1: Mean energy flux for changing length of the chain. Let N change from 2 to 100.,,,,,,,,,,,,,,
15,1,3,9,48958.9,47959.6,43705.8,45170.2,45515.5,44854.6,46096.6,42848.8,2.28194,
15,1,3,10,48958.9,47959.6,43705.8,45170.2,45515.5,44854.6,46096.6,42848.8,2.28194,
,,,,,,,,,,,,,=STDEV.S(M273:M282),
,,,,,,,,,,,,,,
Test_3: Mean energy flux for changing temperatures. Change TL from 1 to 100 and let TR be 1.10 times TL.,,,,,,,,,,,,,,
15,1,1.1,1,1499.18,2373.02,1840.19,2427.58,802.104,1674.39,606.967,2158.78,0.0836389,
15,1,1.1,2,1499.18,2373.02,1840.19,2427.58,802.104,1674.39,606.967,2158.78,0.0836389,
15,1,1.1,3,1499.18,2373.02,1840.19,2427.58,802.104,1674.39,606.967,2158.78,0.0836389,
15,1,1.1,4,2309.66,208.737,2752.95,1872.15,2528.5,839.955,2273.38,1395.93,0.0886329,
15,1,1.1,5,2309.66,208.737,2752.95,1872.15,2528.5,839.955,2273.38,1395.93,0.0886329,
15,1,1.1,6,2309.66,208.737,2752.95,1872.15,2528.5,839.955,2273.38,1395.93,0.0886329,
15,1,1.1,7,2309.66,208.737,2752.95,1872.15,2528.5,839.955,2273.38,1395.93,0.0886329,
15,1,1.1,8,1744.45,889.286,1934.47,819.684,2150.03,355.005,992.236,1315.39,0.0637535,
15,1,1.1,9,1744.45,889.286,1934.47,819.684,2150.03,355.005,992.236,1315.39,0.0637535,
15,1,1.1,10,1744.45,889.286,1934.47,819.684,2150.03,355.005,992.236,1315.39,0.0637535,
,,,,,,,,,,,,,=STDEV.S(M286:M295),
,,,,,,,,,,,,,,
15,6,6.6,1,19914.2,17169.1,32242.8,25029.4,35839.4,22607.2,18402,31620.9,1.26766,
15,6,6.6,2,24803,10330.7,27734.2,18783.5,13018.5,21302.2,29332.4,24067.7,1.05858,
15,6,6.6,3,37480.3,14544.5,6335.07,14833.5,30370,23353.3,33922.6,34350.2,1.21993,
15,6,6.6,4,37480.3,14544.5,6335.07,14833.5,30370,23353.3,33922.6,34350.2,1.21993,
15,6,6.6,5,20067.9,27845.5,27166.2,9731.84,34184.2,26205.5,26526.7,28613.4,1.25213,
15,6,6.6,6,16573.2,17622.7,22783.2,25274.6,30701.5,26069.7,22257.4,31098.2,1.20238,
15,6,6.6,7,16573.2,17622.7,22783.2,25274.6,30701.5,26069.7,22257.4,31098.2,1.20238,
15,6,6.6,8,30189.3,21194.2,18651.2,28050.1,16825.7,20898.6,14684.5,15625.5,1.03824,
15,6,6.6,9,21798.7,34221.2,34118,25151.1,24811.7,17286.3,15707.4,27826.9,1.25576,
15,6,6.6,10,21798.7,34221.2,34118,25151.1,24811.7,17286.3,15707.4,27826.9,1.25576,
,,,,,,,,,,,,,=STDEV.S(M298:M307),
,,,,,,,,,,,,,,
15,11,12.1,1,61436.4,76664.7,54149.9,48241.7,60576.8,53026,63499.4,58922.8,2.97824,
15,11,12.1,2,66828.6,90519.4,57236.9,20672.9,47907,78261.3,39428.1,76067,2.98076,
15,11,12.1,3,66828.6,90519.4,57236.9,20672.9,47907,78261.3,39428.1,76067,2.98076,
15,11,12.1,4,62999.8,54277.8,71396.7,69271.6,66657.7,40036.7,27154.2,47114.7,2.74318,
15,11,12.1,5,37394.2,63188.6,47355,62094,28743.5,68776,87944.2,39484.7,2.71863,
15,11,12.1,6,93607.9,56080.1,60829.5,67848.7,64128.3,41221.5,60673.8,50413.6,3.09252,
15,11,12.1,7,63053.5,43020.3,68827.1,46644.6,49758.9,32819.2,76196.8,60133.8,2.75284,
15,11,12.1,8,70098.1,76292.7,91592.7,50462.3,73031.2,79235.9,66153.2,82608.2,3.68421,
15,11,12.1,9,65691,61698.8,67519.2,44348.6,65533.1,65230.6,55154.2,70160.2,3.09585,
15,11,12.1,10,65691,61698.8,67519.2,44348.6,65533.1,65230.6,55154.2,70160.2,3.09585,
,,,,,,,,,,,,,=STDEV.S(M310:M319),
,,,,,,,,,,,,,,
